	ID	Source	Image	Title	Description	Price	Venue	Address	Phone	Category	Length	Type	Dates	Monthly	Time Available	Weekly	Tags	Author Initials		Bundles	Tags	Type					
	180	https://www.salata.com/	https://www.salata.com/sites/default/files/content_chunk_images/xabout-us1.jpg.pagespeed.ic.0UB7kll8hb.webp	Bringing Joy to Dallas through Food	At Salata, you crete your tossed-to-order fresh and healthy salad or wrap. 	$10.00	Salata	4930 Belt Line Rd, Suite 110, Dallas, TX 75254	972-788-9200	Restaurants		Shop and Spend			11:00am - 9:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Mexican, Family, Go Out	HJD					75
	181	http://www.oasiscafedallas.com/	https://media-cdn.tripadvisor.com/media/photo-s/0b/53/48/a9/ta-img-20160519-121114.jpg	Local Oasis 	A friendly, Unique place in the neighborhood.	$6.00	Oasis Cafe	5945 Greenville Ave, Dallas, TX 75206	214-361-8120	Restaurants		Shop and Spend			6:00am - 2:30pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Cafe, Family, Go Out,	HJD					45
	182	http://www.jensplacebakerycafe.com/	http://www.jensplacebakerycafe.com/images/slide1.png	Find Comfort at Jen's	 Our focus is on exceptional food & excellent service, plain & simple. Our food is fresh, flavorful & incomparable.	$5.00	Jen's Place	4455 Alpha Rd, Ste 300, Dallas, TX 75244	972-991-3663	Restaurants		Shop and Spend			7:00am - 2:00pm	Mon, Tu, Wed, Thu, Fri	Restaurant, Family, Go Out, casual	HJD					115
	183	http://www.johns-cafe.com/main.php	https://media-cdn.tripadvisor.com/media/photo-s/09/02/29/af/john-s-cafe.jpg	Turn Back Time in this Dallas Cafe	Come in and get a hot & fresh breakfast special for only .98 cents plus tax! Hope to see you there!!!	$8.00	John's Cafe	1733 Greenville Ave, Dallas, TX 75206	214-874-0800	Restaurants		Shop and Spend			8:00am - 2:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Cafe, Family, Go Out,	HJD					101
	184	http://www.italiaexpresscs.com/	https://static.wixstatic.com/media/db48cd_3f8f588daa2940708991fc1c71f10aa2.jpg/v1/fill/w_1958,h_954,al_c,q_85,usm_0.66_1.00_0.01/db48cd_3f8f588daa2940708991fc1c71f10aa2.webp	Italian Flare	Making the finest Italian food found in Dallas, Express Italian uses the freshest ingredients and delevers superior customer service.	$10.00	Express Italian	4000 Cedar Springs Rd, Dallas, TX 75219	214-521-3300	Restaurants		Shop and Spend			10:00am - 2:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Italian, Family, Fancy, Go Out	HJD					133
	185	http://www.bbbop.com/	https://static1.squarespace.com/static/54e17fc6e4b089d9bcf287b7/t/54e5958fe4b067a905ec85c8/1424332177344/IMG_3616.jpg?format=2500w	Food For the Soul	Welcome to our kitchen where we create traditional Korean comfort food with a modern twist.	$12.00	BB Bop Seoul Kitchen	828 W Davis St, Dallas, TX 75208	469-248-3702	Restaurants		Shop and Spend			12:00pm - 9:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Family, Go Out 	HJD					91
	186	http://www.45mint.com/	https://media-cdn.tripadvisor.com/media/photo-s/0b/83/57/46/photo0jpg.jpg	Fabulous Pho	Creating classic Vietnamese dishes wish a modern twist.	$10.00	45 Mint Vietnamese Bistro	14902 Preston Rd, Ste 512, Dallas, TX 75254	972-387-4545	Restaurants		Shop and Spend			11:00am - 3:00pm, 5:00pm - 9:00pm	Mon, Tue, Wed, Thu, Fri, Sat	Restaurant, Vietnamese, Family	HJD					55
	187	http://thewilddetectives.com/	https://media-cdn.tripadvisor.com/media/photo-s/06/33/bd/b1/getlstd-property-photo.jpg	Not your Typical Bookstore	Enjoy a fresh brewed cup of coffe, orstep up to our bar for even something stronger while you enjoy your favorite book.	$5.00	The Wild Detectives	314 W Eighth St, Dallas, TX 75208	214-942-0108	Restaurants		Shop and Spend			10:00am - 11:00pm	Tue, Wed, Thu, Fri, Sat, Sun	Restaurant, Coffee, Causal, Cocktails	HJD					119
	188	https://www.snappysalads.com/	https://www.snappysalads.com/wp-content/uploads/2016/11/CastleHillsSnappySalads_NowOpen.jpg	Make it Snappy	Every day, each location features a salad, homemade soup, and a delicious, steamy chunk of warm bread. See what’s on the chalkboard for today.	$12.00	Snappy Salads	5915 Forest Ln, Ste. 300, Dallas, TX 75230	972-991-7627	Restaurants		Shop and Spend			11:00am - 9:00pm	Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Salads, Family, Casual	HJD					142
	189	http://www.maisrestaurant.net/	http://www.maisrestaurant.net/images/FeaturedHome2.jpg	Best Vietnamese in Dallas	Mai's starts you off with Imperial Rolls - soft, rice paper rolls stuffed with rice noodles, mint, cilantro, pork and shrimp (or tofu for vegetarians)	$20.00	Mai's Vietnamese 	4812 Bryan St, Ste 100, Dallas, TX 75204	214-826-9887	Restaurants		Shop and Spend			11:00am - 8:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Vietnamese, Family	HJD					150
	190	http://www.crushcraftthai.com/	https://media-cdn.tripadvisor.com/media/photo-s/06/3f/6f/e1/crushcraft.jpg	Thai Food is a Craft	We take integrity seriously every step of the way - from growing or locally sourcing our own basil leaves to hand-smashing our chili peppers. 	$15.00	Crush Craft	2800 Routh St Ste 150, Dallas, TX 75201	972-677-7038	Restaurants		Shop and Spend			11:00am - 2:00pm, 5:00pm -9:30pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, thai, Family, Go Out	HJD					142
	191	http://www.startrestaurant.net/news.php	https://media-cdn.tripadvisor.com/media/photo-s/04/83/84/4f/start.jpg	Start of Something New	Serving clean, from-scratch food, we hope to begin a dialogue about where our food comes from.	$8.00	Start	4814 Greenville Ave, Dallas, TX 75206	214-265-1400	Restaurants		Shop and Spend			7:00am - 9:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Family, Casual, Go Out	HJD					94
	192	http://strokersdallas.com/	http://strokersdallas.com/wp-content/uploads/2015/05/Spring-Blast-060-1024x683.jpg	Dallas Biker Bar	We are not only known for our amazing custom bikes, and wild parties, but the grub is actually good too! Come experience for yourself.	$15.00	Stroker's Ice House Bar & Grill	9304 Harry Hines Blvd, Dallas, TX 75235	214-357-0707	Restaurants		Shop and Spend			11:00am - 12:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Cocktails, Go Out	HJD					134
	193	http://www.indiachaatcafedallas.com/	https://media-cdn.tripadvisor.com/media/photo-s/04/79/5b/7a/india-chaat-cafe.jpg	India in Dallas	We serve the best north Indian food and Chaat in Dallas Texas. Come and enjoy our delicious vegetarian or non-vegetarian items. 	$7.00	India Chaat Cafe	18101 Preston Rd, Dallas, TX 75252	972-381-0003	Restaurants		Shop and Spend			11:00am - 10:30pm 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Indian, Family, Fancy	HJD					128
	194	http://mexicali.4mg.com/home.html	https://s3-media3.fl.yelpcdn.com/bphoto/5wNF0Mkkmnl_nX-7XTyFTA/o.jpg	Mex-Cali all in Dallas	Serving up mexican inspired dishes with a california twist.	$8.00	Mexicali	11277 E Northwest Hwy Ste 148, Dallas, TX 75238	214-341-9405 	Restaurants		Shop and Spend			11:00am - 10:00pm	Sun, mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Mexican, Family, Go Out	HJD					59
	195	http://www.charcodallas.com/	https://media-cdn.tripadvisor.com/media/photo-s/09/91/88/c9/charco-broiler-steak.jpg	Quality Steaks in Your Neighborhood	 We work hard to make sure you get your food as quickly as possible, and our friendly servers make your dining experience the best it can be.	$10.00	Charco Broiler Steakhouse	413 W Jefferson Blvd, Dallas, TX 75208	214-942-6806	Restaurants		Shop and Spend			11:00am - 7:00pm	Sun, mon, Tu, Wed, Thu, Fri, Sat	Resturant, Steakhouse, American, FAmily, Fancy	HJD					141
	196	http://www.itacoborracho.com/	https://media-cdn.tripadvisor.com/media/photo-s/0c/36/fe/58/3-taco-meal-with-beans.jpg	Tacos Made from Home	WE ALL KNOW THAT THERE IS NOTHING LIKE FRESH FOOD COOKED RIGHT OUT OF A HOME KITCHEN, AND THAT''S EXACTLY WHERE TACO BORRACHO GOT IT'S START.	$10.00	Taco Borracho	300 N Akard St, Dallas, TX 75201	469-240-1288	Restaurants		Shop and Spend			11:00am - 12:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurnat, Mexica, taco, Go Out	HJD					141
	197	http://www.cowboychicken.com/	https://media-cdn.tripadvisor.com/media/photo-s/05/59/1c/a5/cowboy-chicken.jpg	Tried and True Chicken 	Our recipes have stood the test of time and remained bold, simple and natural. So what you taste is integrity tested by fire.	$8.00	Cowboy Chicken	17437 Preston Road, Dallas, TX 75252	972-732-6281	Restaurants		Shop and Spend			11:00am - 9:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, American, Family, Go Out	HJD					125
	198	http://circlegrill.biz/home.htm	https://media-cdn.tripadvisor.com/media/photo-s/0d/03/02/b2/20160918-104400-largejpg.jpg	Circle Around this Grill	We offer a wide array of traditional cuisine such as Home Style Cooking, Breakfast, and much more.	$10.00	Circle Grill	3701 N Buckner Blvd, Dallas, TX 75228	214-327-4140	Restaurants		Shop and Spend			6:00am - 4:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, American, Traditional, Family	HJD					98
	199	https://www.lennys.com/index.cfm	https://media-cdn.tripadvisor.com/media/photo-s/09/35/f3/50/lenny-s-sub-shop.jpg	Only Sub Shop You'll Need 	At Lenny’s Subs our premise is that “Everybody Deserves Great Food” and our mission is simple - to make and serve that great food.	$10.00	Lenny's Sub Shop	1300 Jackson St, Dallas, TX 75202	214-742-6200	Restaurants		Shop and Spend			11:00am - 6:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Sandwhich, Family	HJD					130
	200	http://www.phoenvy.com/	https://media-cdn.tripadvisor.com/media/photo-s/08/59/3d/7d/pho-envy.jpg	Be Envious 	We use premium beef filet mignon in our beef noodle soup and Shaken Beef Filet Mignon Dish. Our beef filet mignon is 100% grass-fed	$9.00	Pho Envy	8611 Hillcrest Road #190, Dallas TX	214-987-1468	Restaurants		Shop and Spend			11:00am - 9:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Vietnamese, Family	HJD					131
	201	http://www.dalatdallas.com/	https://media-cdn.tripadvisor.com/media/photo-s/0c/b7/0c/a3/20160826-201243-largejpg.jpg	Vietnamese Comfot Food	Best of Vietnamerican comfort food	$6.00	Dalat	2537 N Fitzhugh Ave, 2700 block, Dallas, TX 75204	214-827-3200	Restaurants		Shop and Spend			11:00am - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Restaurant, Vietnamese, Family	HJD					34
	202	http://www.blackswansaloon.com/	https://assets3.thrillist.com/v1/image/58905/size/tmg-venue_carousel_mobile.jpg	Enter the Nightlife	Black Swan Saloon is the type of unsuspecting cocktail bar where you want to become a regular, because the speakeasy feel doesn't lead to pretension	$8.00	Black Swan Saloon	2708 Elm Street, Dallas TX, 75226	214-749-4848 	Bars		Shop and Spend			7:00pm - 2:00am	Tue, Wed, Thu, Fri, Sat, Sun	Bar, Cocktails, Go Out	HJD					148
	203	http://www.thetwilitelounge.com/	https://assets3.thrillist.com/v1/image/1827380/size/tmg-venue_carousel_mobile.jpg	A Bar Created for You	Richly appointed in dark paneling and the simmering glow of chandeliers, provides a comfy escape, a place to hide out or socialize with good friends.	$10.00	Twilite Lounge	2640 Elm Street Dallas, Texas 75226	214.741.2121  	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out	HJD					149
	204	http://www.industryalley.com/	https://assets3.thrillist.com/v1/image/1592265/size/tmg-venue_carousel_mobile.jpg	More than Just a Bar	Outfitted with pinball machines, pool tables, an old-school jukebox, and an outdoor patio, this divey hangout is the epitome of laid-back	$10.00	Industry Alley Bar	1713 South Lamar,  Dallas, TX 	214.238.3111	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out, 	HJD					137
	205	http://double-wide.com/	https://assets3.thrillist.com/v1/image/1827457/size/tmg-venue_carousel_mobile.jpg	Small Bar, Large Atmosphere	The best dive bars are, sporting plenty of taxidermy and using the drinks of your childhood, such as Tang and Yoohoo, as mixers.	$10.00	Single Wide	2110 Greenville Ave,  Dallas, TX  75206	214.824.5588	Bars		Shop and Spend			4:00pm - 2:00am 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out, 	HJD					128
	206	http://www.tenbellstavern.com/	https://assets3.thrillist.com/v1/image/1817171/size/tmg-venue_carousel_mobile.jpg	A Unique and Refreshing Bar	Our very talented and experienced bartenders are constantly crafting unique and refreshing selections for our seasonal cocktails program.	$10.00	Ten Bells Tavern	232 W. 7th  Dallas, TX 75208	214-943-2677	Bars		Shop and Spend			3:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Tavern, Cocktails, Go Out	HJD					137
	207	http://midnightramblerbar.com/	https://assets3.thrillist.com/v1/image/1364342/size/tmg-venue_carousel_mobile.jpg	Cocktail Heaven	Chad Solomon and Christy Pope are the masterminds behind the cocktail menu, and it’s nothing short of amazing.	$10.00	Midnight Ramble	1530 Main St,  Dallas, TX  75201	214.261.4601	Bars		Shop and Spend			5:00pm - 2:00am 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out, 	HJD					110
	208	https://drafthouse.com/theater/richardson	https://assets3.thrillist.com/v1/image/1764438/size/tmg-venue_carousel_mobile.jpg	Drinks and a Movie	Glass Half Full is a rustic bar pouring out creative craft cocktails and a solid lineup of indie Texas beers.	$8.00	Glass Half Full	100 S Central Expy, #14,  Richardson, TX  75080	972.534.2120	Bars		Shop and Spend			4:00pm - 11:59pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out, Movies	HJD					109
	209	http://www.mashd.com/	https://assets3.thrillist.com/v1/image/1764470/size/tmg-venue_carousel_mobile.jpg	Food, Moonshine, Life	The impressive array of moonshine served at this lively, trendy spot attracts hordes of drinkers looking to toss back shots or handcrafted cocktails.	$10.00	Mash'd	2948 Crockett St,  Fort Worth, TX  76107	817.882.6723	Bars		Shop and Spend			11:00am - 11:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, cocktails, Moonshine, Go Out	HJD					149
	210	http://www.theceltmckinney.com/	https://assets3.thrillist.com/v1/image/1764779/size/tmg-venue_carousel_mobile.jpg	The Luck of the Irish	Regulars come to bask in its festive Irish feel, sip on specialty cocktails, and order several rounds from its beer list stocked with local brews.	$10.00	The Celt	100 N Tennessee St,  McKinney, TX  75069	972.562.2929	Bars		Shop and Spend			11:00am - 12:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Pub, Cocktails, Go Out	HJD					146
	211	http://www.vickeryparkbar.com/	https://assets3.thrillist.com/v1/image/1765980/size/tmg-venue_carousel_mobile.jpg	Your New Watering Hole 	ickery Park offers a prime people-watching spot, plus a solid craft beer list.	$10.00	Vickery Park	1011 E 15th St,  Plano, TX  75074	972.423.6205	Bars		Shop and Spend			11:00am - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar,Cocktails, Go Out, View	HJD					78
	212	http://ida-claire.com/	https://assets3.thrillist.com/v1/image/1587942/size/tmg-venue_carousel_mobile.jpg	Quirky Gem of Dallas	Serving up Southern classics with a twist -- that goes for the food and drinks.	$10.00	Ida Claire	5001 Belt Line Rd,  Dallas, TX  75254	214.377.8227	Bars		Shop and Spend			11:00am - 12:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Southern, Cocktails, Go Out	HJD					79
	213	http://www.tapsandcaps.com/	https://assets3.thrillist.com/v1/image/1766033/size/tmg-venue_carousel_mobile.jpg	Craft Beer Heaven 	It offers a whopping 50 taps from all over the world at each of its outposts, making it a one-stop-shop for local beer lovers.	$8.00	Lone Star Taps & Claps	4740 State Highway 121 #500,  Lewisville, TX  75056	214.618.8302	Bars		Shop and Spend			12:00pm - 10:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Western, Cocktails, Go Out	HJD					126
	214	http://www.peppersmash.com/index.html	https://assets3.thrillist.com/v1/image/1766050/size/tmg-venue_carousel_mobile.jpg	Hip Cocktail Den	Slinging an expert lineup of creative drinks -- from State Fair sweets like a Cotton Candy Martini to the bar's zestier namesake cocktail.	$8.00	Pepper Smash	7200 Bishop Rd,  Plano, TX  75024	972.943.0499	Bars		Shop and Spend			11:00am - 12:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out	HJD					138
	215	http://www.holygrailpub.com/	https://assets3.thrillist.com/v1/image/1175973/size/tmg-venue_carousel_mobile.jpg	Thirst Quencher 	This spot also hosts tapping events and brand launch parties on the regular.	$8.00	The Holy Grail Pub	8240 Preston Rd,  Plano, TX  75024	214.436.5577	Bars		Shop and Spend			11:00am - 2:00am 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Pub, Cocktails, Go Out	HJD					76
	216	http://www.shakertins.com/	https://assets3.thrillist.com/v1/image/1692016/size/tmg-venue_carousel_mobile.jpg	Shaken or Stirred?	Shakertins is a lively social club situated in a surprisingly swanky suburban atmosphere.	$8.00	Shakertins	Windhaven Pkwy,  The Colony, TX 	214.483.9834	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Fancy, Go Out	HJD					89
	217	http://www.highandtightbarber.com/	https://assets3.thrillist.com/v1/image/1722205/size/tmg-venue_carousel_mobile.jpg	Snip & Drink	This barbershop and bar in Dallas, hipsters flock to this all-in-one 1920s' themed speakeasy, and barbershop for hip cuts and classic cocktails.	$10.00	High & Tight	2701 Main St, Ste 180,  Dallas, TX  75226	214.741.1744	Bars		Shop and Spend			9:00am - 11:00pm	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Barbershop, Cocktails	HJD					144
	218	https://www.thrillist.com/venues/drink/dallas/bars/atwater-alley	https://assets3.thrillist.com/v1/image/1722227/size/tmg-venue_carousel_mobile.jpg	Hidden Cocktail Lounge	Inside the Knox-Henderson mainstay Henry Majestic, Atwater Alley's a hidden, two story cocktail haven with plenty of drinks in store to satisfy all.	$10.00	Atwater Alley	4900 McKinney Ave,  Dallas, TX  75205	469.893.9400	Bars		Shop and Spend			8:00pm - 2:00am	Thu, Fri, Sat	Bar, Lounge, Cocktails, Fancy, Go Out	HJD					148
	219	https://www.thrillist.com/venues/drink/dallas/bars/thompsons	https://assets3.thrillist.com/v1/image/1722232/size/tmg-venue_carousel_mobile.jpg	For the Bookworms and Booze Hounds	The downtown cocktail haunt is lined with classic tomes for your reading pleasure, and the bar cranks out modern variations on classic 1920s libations	$8.00	Thompson's	900 Houston St,  Fort Worth, TX  76102	817.882.8003	Bars		Shop and Spend			3:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Bookstore, Go Out, Relax	HJD					150
	220	https://www.thrillist.com/venues/drink/dallas/bars/kennedy-room	https://assets3.thrillist.com/v1/image/1722244/size/tmg-venue_carousel_mobile.jpg	Drink Like a President 	Get classy at this Presidentially approved Uptown bar room and speakeasy. The semi-hidden space  makes it the perfect place to enjoy a nice spirit. 	$10.00	Kennedy Room	2512 Maple Ave,  Dallas, TX  75201	214.880.0189	Bars		Shop and Spend			4:30pm - 12:00am	Tue, Wed, Thu, Fri, Sat	Bar, Fancy, Cocktails, Go Out	HJD					148
	221	https://www.facebook.com/truthandalibi	https://assets3.thrillist.com/v1/image/1722246/size/tmg-venue_carousel_mobile.jpg	We've Got Your Alibi	This is a candy shop with a Willy Wonka vibe in front, and a password required to enter. Once inside the cozy space, you’re greeted by a long bar.	$10.00	Truth & Alibi	2618 Elm St,  Dallas, TX  75226	972.693.5830	Bars		Shop and Spend			11:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Candy Shop, Cocktails, Go Out	HJD					146
	222	http://www.libertinebar.com/	https://assets3.thrillist.com/v1/image/1677026/size/tmg-article_tall.jpg	A Euro-Style Bar	There’s a magnificent beer list, simple, delicious cocktails, and bistro food to enjoy alongside all of it	$10.00	The Libertine Bar	 2101 GREENVILLE AVE, DALLAS, TX	214.824.7900	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Fancy, Cocktails, Go Out	HJD					106
	223	http://theblindbutcher.com/	https://assets3.thrillist.com/v1/image/1677626/size/tmg-article_default_mobile.jpg	Old School Bar	Blind Butcher is a casual pub-like setting.  We don’t think we fit into a specific category – and, we like that.	$10.00	Blind Butche	1919 Greenville Ave. Dallas, TX 75206 	214-887-0000	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out	HJD					112
	224	http://www.tbdkitchen.com/	https://assets3.thrillist.com/v1/image/1677025/size/tmg-article_default_mobile.jpg	Your Night is T.B.D.	You’d best Uber if you’re planning on hitting this Latin American restaurant, because one cocktail from the bar team here will have you wanting more. 	$10.00	T.B.D. Kitchen	2560 King Arthur Blvd. #102 The Colony, Texas 		Bars		Shop and Spend			11:00am - 12:00am 	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Latin American, Go Out	HJD					150
	225	http://www.novadallas.com/?page=welcome		Always Changing it Up	Nova is a gastropub and features an eclectic, chef-driven menu with ever changing nightly Chef features as well as a full bar.	$10.00	Nova	1417 W Davis St. Dallas, TX 75208	 (214) 484-7123	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, cocktails, Gastropub, Go Out	HJD					126
	226	http://www.blackfriarpub.com/	https://assets3.thrillist.com/v1/image/1669467/size/tmg-venue_carousel_mobile.jpg	So much Fun, It just isn't Fair	Blackfriar offers all your beloved stouts and lagers on a large, open patio space. 	$10.00	Blackfriar Pub	2621 McKinney Avenue Dallas, TX 75204	214.953.0599	Bars		Shop and Spend			3:00pm -2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Pub, Cocktails, Go Out	HJD					83
	227	http://www.ringospub.net/	https://assets3.thrillist.com/v1/image/1669470/size/tmg-venue_carousel_mobile.jpg	St. Patrick's Day, Everyday	A year-round destination for expats and pub fans alike. And it’s no surprise, given the drink specials. 	$10.00	Ringo's Pub	5865 Kincaid Rd,  Plano, TX  75024	469.229.9103	Bars		Shop and Spend			3:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Pub, Cocktails, Go Out	HJD					104
	228	http://www.dallasdubliner.com/	https://assets3.thrillist.com/v1/image/1669465/size/tmg-venue_carousel_mobile.jpg	Trip to Ireland 	The pub serves as a haven for ex-pats who like to wake up early in the morning to watch soccer.	$10.00	The Dubliner	2818 Greenville Ave,  Dallas, TX  75206	214.818.0911	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Pub, Cocktails, Go Out	HJD					95
	229	http://www.trinityhall.tv/	https://assets3.thrillist.com/v1/image/1669473/size/tmg-venue_carousel_mobile.jpg	The Beer is Endless	This bar packs a wallop with over 200 beers on their standard list alone, along with even more seasonal offerings. 	$10.00	Trinity Hall	5321 E Mockingbird Lane,  Dallas, TX  75206	214.887.3600	Bars		Shop and Spend			11:00am - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Cocktails, Go Out, Beer	HJD					115
	230	http://dallas.gingermanpub.com/	https://assets3.thrillist.com/v1/image/1669477/size/tmg-venue_carousel_mobile.jpg	Your Neighborhood Beer Garden	With over 100 beers on draft and in bottles, you'll need plenty of time in the rustic interior or outdoor balcony working your way through them all.	$10.00	The Ginger Man	2718 Boll St,  Dallas, TX  75204	214.754.8771	Bars		Shop and Spend			1:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Beer, Cocktails, Go Out	HJD					148
	231	http://www.idlerichpub.com/	https://assets3.thrillist.com/v1/image/1669479/size/tmg-venue_carousel_mobile.jpg	Traditional Irish Pub	Featuring a wide selection of beers and ample space indoors and outside to kick back with a group. 	$10.00	Idle Rich Pub	2614 McKinney Ave,  Dallas, TX  75204	214.965.9926	Bars		Shop and Spend			3:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, pub, Cocktails, Go Out	HJD					99
	232	http://www.oldmonkdallas.com/	https://static.wixstatic.com/media/506155_cfc7a6c2173744ef87a8cb07c8191a4a.jpg/v1/fill/w_1200,h_368,al_c,q_85,usm_0.66_1.00_0.01/506155_cfc7a6c2173744ef87a8cb07c8191a4a.webp	A Cozy European Pub	The Old Monk offers draft beers from England, Ireland, Germany and Belgium, and around 70 bottled beers.	$10.00	The Old Monk	2847 North Henderson Avenue Dallas, TX  75206	214.821.1880	Bars		Shop and Spend			3:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, European, Cocktails, Go Out	HJD					104
	233	http://www.stonedeckpizzapub.com/	https://assets3.thrillist.com/v1/image/1667334/size/tmg-venue_carousel_mobile.jpg	Pizza and Beer, What More do you Need	The spot also features a wide variety of barrel aged whiskey and "retro cocktails,"along with customizable pies.	$10.00	Stonedeck Pizza Pub	2613 Elm Street,  Dallas, TX  75226	469.802.6742	Bars		Shop and Spend			11:00am- 1:30am	Mon, Tue, Wed, Thu, Fri, Sat	Bar, pub, Cocktails, Go Out, Pizza	HJD					112
	234	http://elbowroomdallas.com/bar/	http://elbowroomdallas.com/bar/wp-content/uploads/2014/11/elbowroomphoto1.jpg	Vintage Neighborhood Bar	Elbow at first looks like an upscale dive, but on closer inspection, it's really more of a New American local spot and bar. 	$10.00	Elbow Room	3010 Gaston Ave,  Dallas, TX  75226	214.828.9488	Bars		Shop and Spend			11:00am - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Vintage, Cocktails, Go Out	HJD					124
	235	https://www.thrillist.com/venues/drink/dallas/bars/louies	https://assets3.thrillist.com/v1/image/1667355/size/tmg-venue_carousel_mobile.jpg	Your Local Dive Bar	Louie's is simply one of the more authentic dives in town. There are drinks and solid bar food.	$10.00	Louie's	1839 N Henderson Ave,  Dallas, TX  75206	214.826.0505	Bars		Shop and Spend			4:00pm - 2:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Dive Bar, Cocktails, Go Out	HJD					95
	236	http://www.alcovewine.com/	https://assets3.thrillist.com/v1/image/63370/size/tmg-venue_carousel_mobile.jpg	Wine & Beer Cafe	The Alcove features a comfortable, customer-friendly atmosphere where you can relax, visit with friends or find new ones.	$10.00	The Alcove	2907 State St,  Dallas, TX  75204	214.871.2200	Bars		Shop and Spend			7:00am - 2:00am	Mon, Tue, Wed, Thu, Fri, Sat	Bar, Wine, Beer, Cocktails, Go Out	HJD					121
	237	http://www.corkwines.com/	https://assets3.thrillist.com/v1/image/1520809/size/tmg-venue_carousel_mobile.jpg	For Wine Aficionados and Novices Alike	There are 48 different wines that are always changing, with reserve wines that other places and wine bars would not allow to be poured by the glass. 	$15.00	Cork Wine Bar	3636 McKinney Ave, #170,  Dallas, TX  75204	214.780.0373	Bars		Shop and Spend			3:00pm - 1:00am	Sun, Mon, Tu, Wed, Thu, Fri, Sat	Bar, Wine, Beer, Cocktails, Go Out	HJD					149
